x,y,angle_x,angle_y,input_x,input_y
0.008,-0.011,0.804,-0.643,0.501,-0.672
0.009,-0.013,1.607,-1.527,0.464,-0.644
0.010,-0.015,2.411,-2.411,0.428,-0.634
0.011,-0.016,3.214,-3.375,0.393,-0.629
0.012,-0.018,3.857,-4.179,0.367,-0.617
0.013,-0.020,4.420,-4.982,0.356,-0.611
0.014,-0.022,5.062,-5.946,0.353,-0.574
0.015,-0.023,5.625,-6.670,0.327,-0.531
0.016,-0.025,6.107,-7.473,0.298,-0.508
0.017,-0.027,6.589,-8.116,0.280,-0.477
0.018,-0.028,6.991,-8.759,0.256,-0.463
0.019,-0.030,7.393,-9.321,0.241,-0.447
0.020,-0.031,7.714,-9.804,0.225,-0.440
0.020,-0.033,8.116,-10.446,0.214,-0.433
0.022,-0.036,8.598,-11.330,0.198,-0.418
0.022,-0.037,8.839,-11.732,0.196,-0.425
0.023,-0.038,9.080,-12.214,0.182,-0.410
0.024,-0.039,9.321,-12.696,0.176,-0.397
0.024,-0.040,9.562,-13.098,0.164,-0.381
0.024,-0.041,9.723,-13.500,0.150,-0.371
0.025,-0.042,9.964,-13.821,0.144,-0.359
0.025,-0.043,10.125,-14.223,0.122,-0.353
0.025,-0.044,10.286,-14.545,0.107,-0.335
0.025,-0.044,10.446,-14.866,-0.115,-0.320
0.025,-0.045,10.446,-15.188,-0.133,-0.306
0.025,-0.045,10.446,-15.509,-0.141,-0.284
0.025,-0.046,10.446,-15.830,-0.149,-0.259
0.024,-0.046,10.366,-16.232,-0.157,-0.236
0.024,-0.046,10.366,-16.393,-0.166,-0.207
0.024,-0.046,10.366,-16.554,-0.183,-0.185
0.023,-0.046,10.366,-16.714,-0.203,-0.164
0.022,-0.046,10.366,-16.795,-0.249,-0.137
0.021,-0.045,10.286,-16.875,-0.300,0.105
0.019,-0.044,10.125,-16.714,-0.358,0.147
0.017,-0.043,9.804,-16.554,-0.421,0.183
0.015,-0.041,9.241,-16.312,-0.469,0.231
0.013,-0.040,8.598,-15.911,-0.497,0.271
0.012,-0.039,8.116,-15.589,-0.492,0.280
0.011,-0.038,7.554,-15.188,-0.472,0.281
0.010,-0.036,7.071,-14.786,-0.456,0.284
0.008,-0.035,6.509,-14.304,-0.454,0.284
0.007,-0.034,6.027,-13.821,-0.447,0.279
0.005,-0.033,5.625,-13.500,-0.453,0.281
0.003,-0.032,5.223,-13.179,-0.467,0.299
0.002,-0.030,4.741,-12.696,-0.478,0.314
-0.000,-0.029,4.339,-12.375,-0.485,0.329
-0.002,-0.027,3.857,-11.893,-0.506,0.347
-0.003,-0.026,3.295,-11.411,-0.560,0.349
-0.005,-0.024,2.652,-10.768,-0.760,0.351
-0.007,-0.022,1.929,-10.205,-0.756,0.337
-0.008,-0.021,0.804,-9.562,-0.736,0.329
-0.010,-0.019,0.080,-9.161,-0.689,0.320
-0.012,-0.017,-0.964,-8.679,-0.682,0.338
-0.013,-0.015,-1.768,-8.277,-0.653,0.351
-0.015,-0.014,-2.732,-7.714,-0.641,0.375
-0.017,-0.012,-3.455,-7.232,-0.621,0.373
-0.018,-0.010,-4.259,-6.589,-0.623,0.386
-0.020,-0.008,-5.223,-5.786,-0.583,0.379
-0.021,-0.006,-5.866,-5.304,-0.532,0.360
-0.023,-0.004,-6.670,-4.661,-0.511,0.371
-0.023,-0.003,-7.393,-4.098,-0.458,0.368
-0.025,-0.001,-7.955,-3.536,-0.395,0.371
-0.027,0.001,-8.438,-2.973,-0.431,0.384
-0.028,0.003,-8.839,-2.411,-0.414,0.443
-0.029,0.005,-9.241,-1.768,-0.408,0.651
-0.030,0.007,-9.643,-0.964,-0.403,0.655
-0.031,0.009,-10.045,0.000,-0.396,0.639
-0.032,0.011,-10.446,1.045,-0.389,0.611
-0.033,0.013,-10.848,2.170,-0.377,0.579
-0.034,0.015,-11.250,3.295,-0.366,0.542
-0.036,0.019,-11.893,5.062,-0.354,0.517
-0.036,0.020,-12.214,6.027,-0.346,0.500
-0.037,0.022,-12.455,6.830,-0.326,0.463
-0.038,0.024,-12.696,7.634,-0.323,0.430
-0.038,0.025,-12.938,8.438,-0.322,0.398
-0.039,0.027,-13.179,9.161,-0.314,0.357
-0.039,0.027,-13.259,9.562,-0.308,0.327
-0.040,0.030,-13.580,10.366,-0.303,0.298
-0.040,0.031,-13.741,10.929,-0.292,0.294
-0.041,0.033,-14.143,11.812,-0.279,0.271
-0.041,0.034,-14.304,12.214,-0.256,0.267
-0.041,0.035,-14.545,12.616,-0.233,0.244
-0.041,0.036,-14.625,13.018,-0.215,0.229
-0.041,0.037,-14.786,13.420,-0.198,0.214
-0.040,0.038,-14.946,14.062,-0.166,0.196
-0.039,0.040,-15.027,14.625,-0.114,0.174
-0.038,0.040,-15.027,15.188,0.145,0.143
-0.036,0.041,-14.866,15.509,0.213,0.100
-0.034,0.041,-14.545,15.830,0.278,-0.139
-0.032,0.040,-13.982,15.830,0.334,-0.177
-0.030,0.040,-13.339,15.750,0.371,-0.200
-0.028,0.040,-12.938,15.670,0.382,-0.204
-0.027,0.039,-12.375,15.670,0.394,-0.221
-0.025,0.039,-11.893,15.589,0.407,-0.245
-0.023,0.038,-11.330,15.509,0.424,-0.261
-0.022,0.038,-10.688,15.429,0.434,-0.284
-0.020,0.037,-10.125,15.348,0.432,-0.311
-0.018,0.036,-9.482,15.107,0.432,-0.334
-0.016,0.036,-8.839,14.866,0.433,-0.346
-0.014,0.035,-8.116,14.545,0.428,-0.362
-0.012,0.034,-7.473,14.304,0.418,-0.376
-0.010,0.032,-6.830,13.902,0.420,-0.396
-0.008,0.031,-6.188,13.580,0.420,-0.393
-0.006,0.030,-5.545,13.179,0.423,-0.403
-0.004,0.029,-4.902,12.857,0.427,-0.406
-0.001,0.027,-4.179,12.375,0.432,-0.417
0.001,0.026,-3.616,12.054,0.430,-0.419
0.003,0.024,-2.893,11.571,0.495,-0.435
0.005,0.022,-2.250,11.170,0.692,-0.443
0.007,0.021,-1.446,10.688,0.703,-0.457
0.009,0.019,-0.402,10.125,0.692,-0.465
0.011,0.017,0.723,9.643,0.666,-0.466
0.014,0.015,2.009,9.080,0.632,-0.475
0.016,0.013,2.893,8.598,0.598,-0.484
0.018,0.012,4.179,7.955,0.598,-0.500
0.020,0.009,5.223,7.393,0.567,-0.498
0.022,0.007,6.107,6.830,0.555,-0.511
0.024,0.005,7.071,6.268,0.523,-0.522
0.026,0.003,7.955,5.625,0.482,-0.540
0.028,0.001,8.839,4.982,0.443,-0.549
0.029,-0.002,9.562,4.339,0.409,-0.560
0.031,-0.004,10.366,3.616,0.384,-0.624
0.033,-0.006,11.009,2.973,0.352,-0.835
0.034,-0.009,11.571,2.009,0.335,-0.851
0.036,-0.011,12.134,0.964,0.325,-0.843
0.037,-0.013,12.696,-0.241,0.309,-0.830
0.038,-0.016,13.259,-1.527,0.293,-0.800
0.040,-0.018,13.661,-2.571,0.275,-0.775
0.041,-0.021,14.143,-3.857,0.275,-0.780
0.042,-0.023,14.464,-4.821,0.264,-0.757
0.043,-0.025,14.946,-5.946,0.258,-0.727
0.044,-0.028,15.348,-6.991,0.240,-0.681
0.045,-0.030,15.750,-7.955,0.227,-0.641
0.045,-0.032,16.152,-8.920,0.208,-0.612
0.046,-0.034,16.393,-9.804,0.191,-0.581
0.047,-0.036,16.634,-10.607,0.192,-0.559
0.047,-0.038,16.955,-11.411,0.170,-0.544
