x,y,angle_x,angle_y,input_x,input_y
0.060,0.007,20.732,3.938,0.205,0.135
0.060,0.007,21.054,4.098,0.180,0.136
0.060,0.007,21.295,4.339,0.160,0.135
0.061,0.007,21.536,4.500,0.142,0.121
0.061,0.008,21.696,4.580,0.116,0.111
0.061,0.008,21.857,4.661,-0.107,0.103
0.061,0.008,21.857,4.741,-0.127,-0.111
0.060,0.008,21.857,4.821,-0.143,-0.122
0.059,0.008,21.857,4.741,-0.179,-0.133
0.058,0.007,21.777,4.741,-0.214,-0.131
0.056,0.007,21.696,4.741,-0.287,-0.148
0.054,0.006,21.455,4.741,-0.370,-0.168
0.051,0.006,20.973,4.661,-0.454,-0.203
0.049,0.005,20.330,4.580,-0.518,-0.233
0.047,0.004,19.848,4.580,-0.542,-0.259
0.045,0.004,19.366,4.500,-0.561,-0.287
0.043,0.003,18.723,4.500,-0.570,-0.310
0.041,0.003,18.161,4.420,-0.573,-0.343
0.039,0.002,17.518,4.259,-0.578,-0.368
0.037,0.001,16.875,3.938,-0.582,-0.388
0.035,0.000,16.152,3.616,-0.592,-0.386
0.033,-0.000,15.348,3.214,-0.587,-0.383
0.030,-0.001,14.545,2.812,-0.581,-0.363
0.028,-0.002,14.062,2.571,-0.587,-0.348
0.025,-0.003,13.339,2.250,-0.625,-0.401
0.022,-0.004,12.616,1.929,-0.638,-0.601
0.020,-0.004,11.812,1.446,-0.658,-0.597
0.017,-0.005,10.848,0.643,-0.665,-0.574
0.014,-0.006,10.125,0.080,-0.666,-0.525
0.011,-0.007,9.161,-0.643,-0.686,-0.499
0.008,-0.008,8.357,-1.286,-0.683,-0.460
0.005,-0.009,7.473,-1.848,-0.698,-0.441
0.002,-0.010,6.509,-2.330,-0.705,-0.429
-0.001,-0.011,5.625,-2.812,-0.715,-0.434
-0.004,-0.012,4.500,-3.375,-0.771,-0.430
-0.007,-0.013,3.696,-3.777,-0.962,-0.424
-0.010,-0.014,2.411,-4.339,-0.985,-0.431
-0.013,-0.015,1.125,-4.741,-0.970,-0.403
-0.016,-0.015,-0.482,-5.304,-0.944,-0.381
-0.019,-0.016,-2.170,-5.786,-0.894,-0.347
-0.025,-0.018,-4.661,-6.429,-0.861,-0.331
-0.028,-0.019,-5.946,-6.750,-0.850,-0.331
-0.031,-0.020,-7.232,-7.071,-0.793,-0.318
-0.034,-0.021,-8.438,-7.312,-0.744,-0.312
-0.036,-0.022,-9.562,-7.634,-0.706,-0.315
-0.039,-0.023,-10.768,-7.955,-0.670,-0.309
-0.044,-0.024,-12.696,-8.438,-0.634,-0.307
-0.049,-0.026,-14.223,-8.839,-0.633,-0.320
0.000,-0.000,-15.107,-9.080,0.190,0.217
-0.054,-0.027,-15.509,-9.080,1.950,1.191
-0.056,-0.027,-14.223,-8.277,-1.130,-0.575
-0.057,-0.028,-13.339,-7.634,-0.877,-0.446
-0.060,-0.029,-13.902,-7.795,-1.035,-0.546
-0.061,-0.029,-14.625,-8.116,-1.081,-0.571
-0.064,-0.030,-16.232,-8.759,-1.004,-0.532
-0.066,-0.031,-17.759,-9.402,-0.922,-0.494
-0.067,-0.031,-19.286,-9.964,-0.789,-0.434
0.000,-0.000,-20.652,-10.527,0.337,0.213
-0.070,-0.032,-21.134,-10.688,2.655,1.386
-0.071,-0.033,-20.571,-10.446,-1.214,-0.621
-0.073,-0.033,-20.170,-10.045,-0.653,-0.367
-0.075,-0.034,-22.018,-10.768,-0.758,-0.436
-0.076,-0.035,-23.946,-11.652,-0.609,-0.392
-0.077,-0.035,-25.714,-12.455,-0.422,-0.313
-0.078,-0.036,-26.839,-13.018,-0.252,-0.236
-0.078,-0.035,-27.402,-13.420,-0.138,-0.164
-0.077,-0.035,-27.482,-13.580,0.131,0.103
-0.077,-0.034,-27.402,-13.500,0.172,0.150
-0.076,-0.033,-27.321,-13.420,0.199,0.172
-0.075,-0.033,-27.161,-13.420,0.224,0.188
