x,y,angle_x,angle_y,input_x,input_y
0.029,0.027,2.411,-5.705,-0.166,-0.132
0.030,0.027,2.411,-5.705,-0.159,-0.110
0.030,0.027,2.411,-5.705,-0.116,-0.107
0.030,0.027,2.411,-5.705,-0.126,-0.103
0.030,0.027,2.411,-5.705,-0.136,0.114
0.030,0.027,2.411,-5.625,0.137,-0.107
0.030,0.027,2.491,-5.625,0.175,-0.198
0.030,0.028,2.652,-5.705,-0.547,0.254
0.030,0.028,2.491,-5.625,-0.173,0.125
0.030,0.028,2.089,-5.223,-0.144,-0.104
0.030,0.027,2.089,-5.223,0.104,-0.153
0.030,0.027,2.170,-5.223,0.104,-0.166
0.030,0.027,2.170,-5.223,-0.110,-0.149
0.030,0.027,2.170,-5.304,-0.106,-0.142
0.030,0.027,2.170,-5.304,-0.106,-0.147
0.030,0.027,2.170,-5.304,-0.101,-0.148
0.030,0.027,2.170,-5.304,0.116,-0.153
0.030,0.028,2.170,-5.304,0.103,-0.132
0.030,0.027,2.170,-5.304,0.102,-0.144
0.030,0.027,2.170,-5.304,0.116,-0.168
0.030,0.027,2.250,-5.304,0.110,-0.143
0.030,0.027,2.250,-5.304,-0.115,-0.157
0.030,0.027,2.250,-5.304,-0.101,-0.147
0.030,0.027,2.250,-5.304,0.111,-0.144
0.030,0.027,2.250,-5.304,0.109,-0.155
0.030,0.027,2.330,-5.304,0.106,-0.150
0.030,0.027,2.330,-5.304,0.103,-0.153
0.030,0.027,2.411,-5.304,-0.104,-0.149
0.030,0.027,2.411,-5.304,-0.106,-0.161
0.030,0.027,2.411,-5.304,-0.117,-0.154
0.030,0.027,2.411,-5.304,-0.111,-0.154
0.030,0.027,2.330,-5.304,-0.104,-0.433
0.030,0.027,2.330,-5.464,0.110,-1.274
0.030,0.027,2.411,-6.188,0.118,-0.250
0.030,0.027,2.411,-7.071,-0.111,-0.146
0.030,0.027,2.411,-7.393,-0.111,0.157
0.030,0.028,2.411,-7.393,0.105,0.193
0.030,0.028,2.411,-7.312,-0.104,0.203
0.030,0.028,2.411,-7.232,-0.100,0.194
0.030,0.028,2.411,-6.991,-0.102,0.196
0.030,0.028,2.411,-6.750,-0.116,0.170
0.030,0.028,2.411,-6.509,0.101,0.129
0.030,0.028,2.411,-6.268,-0.104,0.125
0.030,0.028,2.411,-6.107,-0.105,-0.123
0.030,0.028,2.411,-6.027,-0.104,-0.139
0.030,0.028,2.411,-6.027,0.106,-0.159
0.030,0.028,2.411,-6.107,0.103,-0.163
0.030,0.028,2.411,-6.107,0.104,-0.143
0.030,0.028,2.411,-6.107,0.101,-0.148
0.030,0.028,2.411,-6.107,0.111,-0.148
0.030,0.028,2.491,-6.107,0.105,-0.156
0.030,0.028,2.491,-6.107,0.108,-0.151
0.030,0.028,2.491,-6.107,0.101,-0.158
0.030,0.027,2.491,-6.107,-0.106,-0.160
0.030,0.027,2.491,-6.107,-0.127,-0.640
0.000,-0.000,2.491,-6.429,-1.316,-2.963
0.030,0.027,0.402,-11.973,-3.750,-2.536
0.030,0.027,-3.375,-16.714,4.758,6.091
0.030,0.028,0.643,-10.045,0.736,1.123
0.030,0.028,5.304,-3.938,0.269,0.337
0.030,0.028,7.634,-0.643,-0.433,-0.504
0.030,0.029,8.357,0.402,-0.669,-0.889
0.030,0.029,8.116,0.080,-0.802,-0.990
0.031,0.029,6.429,-2.009,-0.763,-0.938
0.031,0.030,5.384,-3.375,-0.568,-0.657
0.031,0.030,4.500,-4.580,-0.446,-0.581
0.031,0.030,3.777,-5.545,-0.352,-0.449
0.031,0.030,3.375,-6.188,-0.299,-0.347
0.031,0.030,2.893,-6.830,-0.245,-0.260
0.030,0.030,2.652,-7.152,-0.192,-0.193
0.030,0.030,2.491,-7.393,-0.166,-0.139
0.031,0.030,2.411,-7.473,-0.124,-0.129
0.031,0.030,2.411,-7.473,0.125,-0.151
0.031,0.030,2.411,-7.473,-0.118,-0.142
0.031,0.030,2.411,-7.473,-0.138,-0.130
0.030,0.030,2.411,-7.473,-0.103,-0.130
0.031,0.030,2.411,-7.473,-0.127,-0.172
0.031,0.030,2.411,-7.473,-0.102,-0.140
0.031,0.030,2.411,-7.473,0.111,-0.119
0.031,0.030,2.411,-7.473,0.116,-0.135
0.031,0.030,2.411,-7.473,0.118,-0.144
0.031,0.030,2.491,-7.473,0.111,-0.127
0.031,0.030,2.491,-7.473,0.120,-0.123
0.031,0.030,2.571,-7.473,-0.134,-0.129
0.031,0.030,2.571,-7.473,-0.124,-0.114
0.031,0.030,2.571,-7.473,0.105,-0.116
0.031,0.030,2.571,-7.473,0.100,-0.137
0.031,0.030,2.571,-7.473,0.104,-0.121
0.031,0.030,2.571,-7.473,-0.106,-0.123
0.031,0.030,2.571,-7.473,-0.105,-0.111
0.031,0.030,2.571,-7.473,-0.101,-0.119
0.031,0.030,2.571,-7.473,-0.102,-0.121
0.031,0.030,2.571,-7.473,-0.105,-0.111
0.031,0.030,2.571,-7.473,-0.105,-0.117
0.031,0.030,2.571,-7.473,0.112,-0.102
0.031,0.030,2.571,-7.473,-0.102,-0.122
0.031,0.030,2.571,-7.473,-0.105,-0.115
0.031,0.030,2.571,-7.473,-0.104,-0.104
0.031,0.030,2.571,-7.473,0.123,-0.106
0.031,0.030,2.571,-7.473,0.112,-0.114
0.031,0.030,2.571,-7.473,0.109,0.106
0.031,0.030,2.571,-7.393,0.102,-0.114
0.031,0.030,2.571,-7.393,0.115,-0.115
0.031,0.030,2.571,-7.393,0.110,-0.110
0.031,0.029,2.571,-7.393,0.113,-0.116
0.031,0.030,2.571,-7.393,0.103,-0.129
0.031,0.030,2.571,-7.393,0.111,-0.103
0.031,0.030,2.571,-7.393,0.127,-0.100
0.031,0.030,2.571,-7.393,0.119,-0.116
0.031,0.030,2.571,-7.393,0.114,-0.108
0.031,0.030,2.571,-7.393,0.114,-0.106
0.031,0.030,2.571,-7.393,0.130,-0.107
0.031,0.030,2.571,-7.393,0.129,-0.109
0.031,0.030,2.571,-7.393,0.112,0.103
0.031,0.030,2.571,-7.393,0.126,-0.124
0.031,0.030,2.571,-7.393,0.113,-0.114
0.031,0.030,2.571,-7.393,0.133,0.113
0.031,0.030,2.571,-7.393,0.116,0.101
0.031,0.030,2.571,-7.393,0.128,-0.104
0.031,0.030,2.652,-7.312,0.127,-0.106
0.031,0.030,2.652,-7.393,0.131,-0.126
0.031,0.030,2.732,-7.393,0.115,-0.105
0.031,0.030,2.812,-7.393,0.112,0.101
0.031,0.030,2.812,-7.393,0.101,-0.101
0.031,0.030,2.812,-7.393,-0.100,0.102
0.031,0.030,2.812,-7.312,-0.106,-0.109
0.031,0.029,2.812,-7.312,-0.118,-0.114
0.031,0.030,2.812,-7.393,-1.336,-0.119
0.031,0.030,1.607,-7.393,-5.076,0.110
0.031,0.030,-9.161,-7.312,-0.531,0.116
0.031,0.030,-16.312,-7.312,0.969,-0.121
0.031,0.030,-17.196,-7.232,1.767,-0.125
0.032,0.029,-16.232,-7.232,1.841,-0.120
0.032,0.029,-13.661,-7.312,1.693,-0.128
0.033,0.029,-11.089,-7.312,1.398,-0.135
0.033,0.029,-8.277,-7.312,1.112,-0.142
0.034,0.029,-5.946,-7.312,0.810,-0.138
0.035,0.029,-4.018,-7.312,0.561,-0.169
0.035,0.029,-2.652,-7.312,0.377,-0.135
0.036,0.029,-1.607,-7.312,0.227,-0.137
0.037,0.029,-0.964,-7.312,0.126,-0.151
0.038,0.029,-0.562,-7.312,-0.115,-0.157
0.038,0.029,-0.562,-7.312,-0.159,-0.185
0.039,0.029,-0.562,-7.312,-0.135,-0.160
0.040,0.029,-0.562,-7.393,-0.135,-0.170
0.041,0.029,-0.562,-7.393,0.129,-0.159
0.041,0.029,-0.562,-7.393,0.357,-0.195
0.042,0.029,-0.482,-7.393,0.384,-0.146
0.043,0.029,0.000,-7.393,0.399,-0.122
0.044,0.028,0.562,-7.393,0.406,-0.156
0.044,0.029,1.045,-7.393,0.466,-0.272
0.045,0.029,1.688,-7.393,-0.362,0.308
0.046,0.029,2.009,-7.393,0.215,0.113
0.047,0.030,2.009,-7.232,0.224,0.143
0.047,0.030,2.170,-7.071,0.233,0.140
0.048,0.030,2.491,-6.911,0.259,0.118
0.049,0.030,2.732,-6.750,0.265,0.117
0.050,0.031,3.134,-6.589,0.251,0.102
0.051,0.031,3.455,-6.509,0.232,0.124
0.052,0.031,3.777,-6.348,0.209,-0.108
0.053,0.032,4.339,-6.348,0.293,0.151
0.054,0.032,4.821,-6.268,0.415,0.234
0.055,0.033,5.304,-6.107,0.338,0.232
0.056,0.033,5.786,-5.786,0.125,0.172
0.056,0.034,6.107,-5.545,-0.115,0.159
0.057,0.034,6.188,-5.304,-0.110,0.134
0.057,0.034,6.188,-5.143,-0.117,0.110
0.058,0.035,6.188,-4.902,0.106,0.136
0.059,0.036,6.188,-4.741,0.232,0.285
0.059,0.037,6.348,-4.580,0.172,0.304
0.059,0.038,6.509,-4.259,-0.186,0.182
0.059,0.038,6.589,-3.857,-0.169,0.138
0.059,0.040,6.509,-3.536,-0.186,0.204
0.059,0.041,6.429,-3.134,-0.210,0.403
0.059,0.042,6.429,-2.652,-0.284,0.368
0.059,0.044,6.268,-1.607,-0.317,0.276
0.058,0.045,6.027,-0.562,-0.336,0.516
0.057,0.046,5.625,0.643,-0.506,0.366
0.056,0.047,4.902,2.009,-0.568,0.230
0.055,0.048,3.696,2.973,-0.618,-0.227
0.053,0.049,2.250,3.054,-0.762,-0.623
0.052,0.049,0.884,2.250,-0.657,-0.632
0.051,0.050,-0.161,1.446,-0.345,-0.587
0.051,0.050,-0.723,0.804,0.184,-0.533
0.050,0.050,-0.884,0.000,-0.124,-0.447
0.049,0.051,-0.884,-0.482,0.267,-0.359
0.048,0.051,-0.884,-1.045,-0.212,-0.303
0.048,0.052,-0.804,-1.366,-0.178,-0.184
0.047,0.052,-0.804,-1.527,-0.122,0.285
0.046,0.053,-0.884,-1.527,0.253,-0.117
0.046,0.053,-0.884,-1.446,-0.309,0.393
0.045,0.053,-0.884,-1.366,-0.250,0.168
0.044,0.054,-0.964,-1.045,-0.290,0.405
0.044,0.055,-1.205,-0.643,-0.275,0.395
0.043,0.055,-1.366,-0.161,-0.216,0.397
0.043,0.056,-1.527,0.402,-0.209,0.338
0.042,0.056,-1.607,1.125,-0.197,0.326
0.042,0.057,-1.688,1.607,-0.202,0.251
0.000,-0.000,-1.688,2.089,-1.289,-1.169
0.000,-0.000,-2.491,1.688,-4.715,-5.271
0.000,-0.000,-6.509,-2.491,-1.151,-2.001
0.000,-0.000,-10.286,-6.991,-0.703,-1.467
0.000,-0.000,-13.018,-10.848,-0.255,-0.916
0.000,-0.000,-14.464,-13.500,0.265,-0.462
0.000,-0.000,-14.866,-15.107,0.437,-0.155
0.000,-0.000,-14.625,-15.991,0.491,0.237
0.000,-0.000,-13.982,-16.071,0.468,0.341
0.000,-0.000,-12.777,-15.589,0.387,0.350
0.000,-0.000,-12.134,-15.107,0.256,0.300
0.000,-0.000,-11.491,-14.545,0.179,0.245
0.000,-0.000,-10.929,-13.741,-0.101,0.172
0.000,-0.000,-10.848,-13.500,-0.163,-0.115
0.000,-0.000,-10.848,-13.420,-0.176,-0.142
0.000,-0.000,-10.929,-13.420,-0.178,-0.153
0.000,-0.000,-11.009,-13.500,-0.172,-0.153
0.000,-0.000,-11.009,-13.500,-0.168,-0.147
0.000,-0.000,-11.009,-13.500,-0.171,-0.148
0.000,-0.000,-11.009,-13.500,-0.175,-0.150
0.000,-0.000,-11.009,-13.580,-0.178,-0.150
0.000,-0.000,-11.009,-13.580,-0.182,-0.143
0.000,-0.000,-11.009,-13.580,-0.185,-0.144
0.000,-0.000,-11.009,-13.580,-0.189,-0.145
0.000,-0.000,-11.009,-13.580,-0.193,-0.147
0.000,-0.000,-11.009,-13.580,-0.196,-0.148
0.000,-0.000,-11.009,-13.580,-0.200,-0.149
0.000,-0.000,-11.009,-13.580,-0.203,-0.150
0.000,-0.000,-11.009,-13.580,-0.207,-0.152
0.000,-0.000,-11.009,-13.580,-0.210,-0.153
0.000,-0.000,-11.009,-13.580,-0.214,-0.154
0.000,-0.000,-11.009,-13.580,-0.217,-0.155
0.000,-0.000,-11.009,-13.580,-0.221,-0.157
0.000,-0.000,-11.009,-13.580,-0.224,-0.158
0.000,-0.000,-11.009,-13.580,-0.228,-0.159
0.000,-0.000,-11.009,-13.580,-0.232,-0.160
0.000,-0.000,-11.089,-13.580,-0.232,-0.162
0.000,-0.000,-11.089,-13.580,-0.224,-0.163
0.000,-0.000,-11.089,-13.580,-0.224,-0.164
0.000,-0.000,-11.089,-13.580,-0.224,-0.165
0.000,-0.000,-11.170,-13.580,-0.222,-0.167
0.000,-0.000,-11.170,-13.580,-0.214,-0.168
0.000,-0.000,-11.170,-13.580,-0.214,-0.169
0.000,-0.000,-11.170,-13.580,-0.214,-0.170
0.000,-0.000,-11.170,-13.580,-0.214,-0.172
0.000,-0.000,-11.170,-13.580,-0.214,-0.173
0.000,-0.000,-11.170,-13.580,-0.214,-0.174
0.000,-0.000,-11.170,-13.580,-0.214,-0.175
0.000,-0.000,-11.170,-13.580,-0.214,-0.177
